Name,Smiles,Property,Smiles_stand
hERG144,OC1(c2ccc(Cl)cc2)CCN(CCCC(c3ccc(F)cc3)=O)CC1,1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
hERG145,Clc1cc(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)ccc1,1,N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1
hERG146,O=C(C(C1)=C2C(=N1)C=CC=C2)OC3CC(N4C5C3)CC(C(=O)C4)C5,1,O=C(OC1CC2CC3CC(C1)N2CC3=O)C1=c2ccccc2=NC1
hERG147,Oc1cc(c2c(O)c1)OC(c3cc(O)c(O)c(O)c3)C(OC(c4cc(O)c(O)c(O)c4)=O)C2,1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
hERG148,Brc1cc(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cnc1,1,N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cncc(Br)c3)C2=O)cc1
hERG149,Clc1c(Cl)cc(c2c1)C(=O)C=C(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)O2,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(Cl)c(Cl)cc2o1
hERG150,CNCCC(c1ccccc1)Oc2c(C)cccc2,1,CNCCC(Oc1ccccc1C)c1ccccc1
hERG151,CN(CCC=C1c(c2OCc(c13)cccc3)cccc2)C,1,CN(C)CCC=C1c2ccccc2COc2ccccc21
hERG152,CN(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)C4CCNCC4,1,CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CCNCC1
hERG153,CCS(CNC1c(c2OC(C)(C)C1O)cc(CN)cc2)(=O)=O,1,CCS(=O)(=O)CNC1c2cc(CN)ccc2OC(C)(C)C1O
hERG154,COc1c(OC)cc(CCN(CCCNC(C(=O)NN=C2)=C2Cl)C)cc1,1,COc1ccc(CCN(C)CCCNc2c(Cl)cn[nH]c2=O)cc1OC
hERG155,CCN=C(c1cc(OC)c(OC)cc1)N2c(c3CCC2)ccc(C(C(C)SC(=O)N4)=N4)c3,1,CCN=C(c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)SC3C)ccc21
hERG156,O=C(C(Oc(c1C2=O)cccc1)=C2)NC3CCN(Cc4cc(c5cc4)OCO5)CC3,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1
hERG157,CN1C(c2c(c3[nH]c2c4ccccc4)cccc3)CCCC1,1,CN1CCCCC1c1c(-c2ccccc2)[nH]c2ccccc12
hERG158,FC1C(c2c(c3[nH]c2c4ccccc4)cc(F)cc3)CNCC1,1,Fc1ccc2[nH]c(-c3ccccc3)c(C3CNCCC3F)c2c1
hERG159,FC1C(c2c(c3[nH]c2c4ccccc4)cc(Cl)cc3)CNCC1,1,FC1CCNCC1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12
hERG160,COC(C1C(N(C)C2CC1OC(c3ccccc3)=O)CC2)=O,1,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C
hERG161,O=C1N(Cc2ccccc2)CCC1NCc3n(Cc4ccc(C#N)cc4)cnc3,1,N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3ccccc3)C2=O)cc1
hERG162,CC(N(C(C)C)CCC(c1ncccc1)(c2ccccc2)C(N)=O)C,1,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
hERG164,COc1c(OC)cc(Cc2c(c3ccn2)cc(OC)c(OC)c3)cc1,1,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
hERG165,CCc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)=CC2=O,1,CCc1ccc2c(=O)cc(C(=O)NC3CCN(Cc4ccc5c(c4)OCO5)CC3)oc2c1
hERG166,COc1ccc(CC2c(c3CCN2C)cc(Oc4c(O)ccc(CC5c(c6CCN5C)cc(OC)c(OC)c6)c4)c(OC)c3)cc1,1,COc1ccc(CC2c3cc(Oc4cc(CC5c6cc(OC)c(OC)cc6CCN5C)ccc4O)c(OC)cc3CCN2C)cc1
hERG167,COC1(C(C(C(C)(C)C)(O)C)C2)CCC2(C3(c(c4c(O)cc5)c5C6)C1O4)C6N(CC7CC7)CC3,1,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
hERG168,CCCCc1n(Cc2ccc(c3c(c4n[nH]nn4)cccc3)cc2)c(CO)c(Cl)n1,1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
hERG169,CCOc1c(C(NCC2OCCN(Cc3ccc(F)cc3)C2)=O)cc(Cl)c(N)c1,1,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1
hERG170,CC(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)(C)C,1,CC(C)(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1
hERG171,CC(C(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)O)(C)C,1,CC(C)(C)C(O)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1
hERG172,C(C1NCCCC1)C(C2CCCCC2)C3CCCCC3,1,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
hERG173,CSc1c(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cccn1,1,CSc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O
hERG174,OC(c1ccc(Cl)cc1)CN2CCC(Cc3ccc(F)cc3)CC2,1,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1
hERG175,CNC1c(c2C(c3cc(Cl)c(Cl)cc3)CC1)cccc2,1,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21
hERG176,CCN(Cc1cc(c2cc1)CCC(N3C(=O)CN(CCc4ccc(F)cc4)CC3)C2)CC,1,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(F)cc3)CC1=O)C2
hERG177,CCCCN(CC(c1c(c2cc(Cl)c1)c(c3C2=Cc4ccc(Cl)cc4)ccc(Cl)c3)O)CCCC,1,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1
hERG178,O=C1N(c2c(c3ccc2)cccn3)CCC1NCc4n(Cc5ccc(C#N)cc5)cnc4,1,N#Cc1ccc(Cn2cncc2CNC2CCN(c3cccc4ncccc34)C2=O)cc1
hERG179,COC(c1c(C2C(F)CCNC2)c(c3[nH]1)ccc(F)c3)=O,1,COC(=O)c1[nH]c2cc(F)ccc2c1C1CNCCC1F
hERG180,CC(C(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)N)C,1,CC(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1
hERG181,COc1c(F)cc(CN2CCC(NC(C(Oc(c3C4=O)cc(F)cc3)=C4)=O)CC2)cc1,1,COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F
hERG182,FC(CN1c(c2C(c3ccccc3)=NC(NC(Cc4c(C(F)(F)F)cc(C(F)(F)F)cc4)=O)C1=O)cccc2)(F)F,1,O=C(Cc1ccc(C(F)(F)F)cc1C(F)(F)F)NC1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O
hERG183,CS(Nc1cc(c2cc1)C(O)CC3(CCN(C4Cc(c5CC4)ccc(C#N)c5)CC3)O2)(=O)=O,1,CS(=O)(=O)Nc1ccc2c(c1)C(O)CC1(CCN(C3CCc4cc(C#N)ccc4C3)CC1)O2
hERG184,CC(NC(C(COc1c(c2c(C)cc1)CCC2)O)C)C,1,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2
hERG185,CN1CC(c2c(c3[nH]c2c4ccccc4)cccc3)CCC1,1,CN1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1
hERG186,CCC(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)=O,1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
hERG187,Cc1ccc(c2n(c3ccc(S(N)(=O)=O)cc3)nc(C(F)(F)F)c2)cc1,1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
hERG188,NC(N)=Nc1scc(CSCCC(N)=NS(N)(=O)=O)n1,1,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
hERG189,CN(S(C)(=O)=O)C1c(c2OC(C)(C)C1O)cc(OCCCC(F)(F)F)cc2,1,CN(C1c2cc(OCCCC(F)(F)F)ccc2OC(C)(C)C1O)S(C)(=O)=O
hERG190,CC(C(O)=O)(CN1CCC(=C2c(c3OCc(c24)cc(F)cc4)cccc3)CC1)C,1,CC(C)(CN1CCC(=C2c3ccc(F)cc3COc3ccccc32)CC1)C(=O)O
hERG191,CC(CN1c(c2C(=O)N(C)C1=O)nc[nH]2)C,1,CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21
hERG192,Fc1ccc(N2c(c3C(C4CCN(CCN5C(=O)NCC5)CC4)C2)cccc3)cc1,1,O=C1NCCN1CCN1CCC(C2CN(c3ccc(F)cc3)c3ccccc32)CC1
hERG193,CC(COc1c(C)cccc1C)N,1,Cc1cccc(C)c1OCC(C)N
hERG194,CN(C(Cc1ccc(CNS(C)(=O)=O)cc1)=O)C(c2ccccc2)CN3CC(O)CC3,1,CN(C(=O)Cc1ccc(CNS(C)(=O)=O)cc1)C(CN1CCC(O)C1)c1ccccc1
hERG195,CCCOC(c1ccccc1)(c2ccccc2)C(OC3CCN(C)CC3)=O,1,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1
hERG196,CC(NCC(COc1c(c2ccc1)cccc2)O)C,1,CC(C)NCC(O)COc1cccc2ccccc12
hERG197,Cc1c(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cccn1,1,Cc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O
hERG198,CN1CCN(CCCN(C(Nc2cc(Cl)c(F)cc2)=O)C3C(C4C(c5ccccc5)C3)C4)CC1,1,CN1CCN(CCCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CC(c3ccccc3)C3CC32)CC1
hERG199,CN1CCN(CCCN(C(Nc2cc(Cl)c(F)cc2)=O)C3C(C4C(c5ccc(F)cc5)C3)C4)CC1,1,CN1CCN(CCCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CC(c3ccc(F)cc3)C3CC32)CC1
hERG200,COc1cc(C2C(C3C(N(C(Nc4cc(Cl)c(F)cc4)=O)CCCN5CCN(C)CC5)C2)C3)ccc1,1,COc1cccc(C2CC(N(CCCN3CCN(C)CC3)C(=O)Nc3ccc(F)c(Cl)c3)C3CC23)c1
hERG201,CN(C(c1ccc(C(Nc2c(C(Nc3ncc(Cl)cc3)=O)cc(Sc4ccccc4)cc2)=O)cc1)=N)C,1,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Sc3ccccc3)cc2C(=O)Nc2ccc(Cl)cn2)cc1
hERG202,CN(C1CCN(C(c2ccc(C(Nc3c(C(Nc4ncc(Cl)cc4)=O)cc(Cl)cc3)=O)cc2)=N)CC1)C,1,CN(C)C1CCN(C(=N)c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1
hERG203,Cc1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC4)=O)C5C2)COC5)c(c6n1)cccc6,1,Cc1nc2ccccc2n1C1CC2COCC(C1)N2CCC(NC(=O)C1CCC1)c1ccccc1
hERG204,CN(C(c1cc(N2CCCCC2)c(C(Nc3c(C(Nc4ncc(Cl)cc4)=O)cc(Cl)cc3)=O)cc1)=N)C,1,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2)c1
hERG205,COc1cc(C(Nc2ncc(Cl)cc2)=O)c(NC(c3c(N4CCCCC4)cc(C(N(C)C)=N)cc3)=O)cc1,1,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2N2CCCCC2)c(C(=O)Nc2ccc(Cl)cn2)c1
hERG206,CN1C(c2ccc(C(N3C(CC(N4CCOCC4)=O)CN(S(c5sc(c6c5)cc(Cl)cc6)(=O)=O)CC3)=O)cc2)=NCC1,1,CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCOCC2)cc1
hERG207,CCOC(C1N(Cc2ccc(C(N(C)C)=N)cc2)C(=O)CN(S(c3[nH]c(c4c3)ccc(Cl)c4)(=O)=O)C1)=O,1,CCOC(=O)C1CN(S(=O)(=O)c2cc3cc(Cl)ccc3[nH]2)CC(=O)N1Cc1ccc(C(=N)N(C)C)cc1
hERG208,Cc1nn(c2c(C#N)cc(c3c2)cccc3)c(C(Nc4ccc(C(N5CCCC5)=N)cc4)=O)c1,1,Cc1cc(C(=O)Nc2ccc(C(=N)N3CCCC3)cc2)n(-c2cc3ccccc3cc2C#N)n1
hERG209,CC(c1cc(C(N)=N)ccc1)=C(C(Nc2ccc(c3c(S(N)(=O)=O)cccc3)cc2)=O)F,1,CC(=C(F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1
hERG210,Cc1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC4)=O)C5C2)CC5)c(c6n1)cccc6,1,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC1)c1ccccc1
hERG211,O=C(C1CCC1)NC(c2ccccc2)CCN3CCC(n4nc(Cc5ccccc5)nc4)CC3,1,O=C(NC(CCN1CCC(n2cnc(Cc3ccccc3)n2)CC1)c1ccccc1)C1CCC1
hERG212,O=C(C1CCC1)NC(c2ccccc2)CCN3CCC(N4N=C(Cc5ccccc5)OC4)CC3,1,O=C(NC(CCN1CCC(N2COC(Cc3ccccc3)=N2)CC1)c1ccccc1)C1CCC1
hERG213,Fc1ccc(Cn2c(c3nc2NC4CCNCC4)cccc3)cc1,1,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1
hERG214,FC(c1cc(c2nc(C3CCC(CNS(c4ccccc4)(=O)=O)CC3)[nH]c2)ccc1)(F)F,1,O=S(=O)(NCC1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1)c1ccccc1
hERG215,CN(S(c1ccccc1)(=O)=O)CC2CCC(c3[nH]cc(c4cc(C(F)(F)F)ccc4)n3)CC2,1,CN(CC1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1)S(=O)(=O)c1ccccc1
hERG216,OCCNC(C1CCC(c2[nH]cc(c3cc(C(F)(F)F)ccc3)n2)CC1)=O,1,O=C(NCCO)C1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1
hERG217,CC(NC(C1CCC(c2[nH]cc(c3cc(Br)ccc3)n2)CC1)=O)=O,1,CC(=O)NC(=O)C1CCC(c2nc(-c3cccc(Br)c3)c[nH]2)CC1
hERG218,Fc1ccc(C(c2ccc(F)cc2)N3CCN(CC=Cc4ccccc4)CC3)cc1,1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1
hERG219,Clc1ccc(C(n2c[n+](CC(c3c(Cl)cc(Cl)cc3)OCc4c(Cl)cc(Cl)cc4)cc2)c5ccc(Cl)cc5)cc1,1,Clc1ccc(C(c2ccc(Cl)cc2)n2cc[n+](CC(OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1
hERG220,Fc1ccc(C(CCCN2CC=C([N+](C3=O)=C4C(=N3)C=CC=C4)CC2)=O)cc1,1,O=C(CCCN1CC=C([N+]2=c3ccccc3=NC2=O)CC1)c1ccc(F)cc1
hERG221,CCOC(C(n1c(C(N2CCC3)C34CC)c(c(c15)cccc5)CC2)=C4)=O,1,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32
hERG222,COC(c1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1)=O,1,COC(=O)c1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1
hERG223,COc1c(Cl)cc(CNc2c(c3c(N4CCC5(CC(O)C5)CC4)nn2)cc(C#N)cc3)cc1,1,COc1ccc(CNc2nnc(N3CCC4(CC3)CC(O)C4)c3ccc(C#N)cc23)cc1Cl
hERG224,CN1CCN(CCCN(C(Nc2cc(C(F)(F)F)c(F)cc2)=O)C3C(C4C(c5ccc(C#N)cc5)C3)C4)CC1,1,CN1CCN(CCCN(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)C2CC(c3ccc(C#N)cc3)C3CC32)CC1
hERG225,Fc1ccc(C(c2ccc(F)cc2)CCCN3CCC4(C(=O)NCN4c5ccccc5)CC3)cc1,1,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
hERG226,CCCCNCCC(c1c(c2c(c3c1)cc(Cl)cc3Cl)ccc(C(F)(F)F)c2)O,1,CCCCNCCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
hERG227,NC(C(c1ccccc1)(c2ccccc2)C3CN(CCc4cc(c5cc4)CCO5)CC3)=O,1,NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1
hERG228,C1C(c2c(c3[nH]c2c4ccccc4)cccc3)CCN(c5ccccc5)C1,1,c1ccc(-c2[nH]c3ccccc3c2C2CCN(c3ccccc3)CC2)cc1
hERG229,Clc1cc2c(n(c3ccccc3)cc2C4CCN(CCN5C(=O)NCC5)CC4)cc1,1,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccc(Cl)cc23)CC1
hERG230,CC(OC(N1CC(OC2CC1)CN(CC(COc3ccc(C#N)cc3)O)C2)=O)(C)C,1,CC(C)(C)OC(=O)N1CCC2CN(CC(O)COc3ccc(C#N)cc3)CC(C1)O2
hERG231,CSc1cc(c2cc1)N(CCC3N(C)CCCC3)c(c4S2)cccc4,1,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
hERG232,CC(N1CCC(Cc2ccccc2)CC1)C(c3ccc(O)cc3)O,1,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
hERG233,Fc1ccc(C(CCCN2CCC(N3c(c4NC3=O)cccc4)CC2)=O)cc1,1,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
hERG235,Fc1ccc(C(C2CCN(CCN3C(=O)c(c4NC3=O)cccc4)CC2)=O)cc1,1,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
hERG236,FC1C(c2c(c3[nH]c2c4c(c5ccc4)cccc5)ccc(F)c3)CNCC1,1,Fc1ccc2c(C3CNCCC3F)c(-c3cccc4ccccc34)[nH]c2c1
hERG237,Cc1ncn(c2cc(C(F)(F)F)cc(NC(c3cc(Nc4nc(c5cnccc5)ccn4)c(C)cc3)=O)c2)c1,1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
hERG238,CCCN1C2C(c(c(c3N=C4)C4C2)ccc3)CC(CSC)C1,1,CCCN1CC(CSC)CC2c3cccc4c3C(C=N4)CC21
hERG239,Clc1c(CCN2CCN(c3c(c4sn3)cccc4)CC2)cc(c5c1)CC(=O)N5,1,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
hERG240,COC(Cc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1)=O,1,COC(=O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1
hERG241,Clc1cc2c(n(C3CCCCC3)cc2C4CCN(CCN5C(=O)NCC5)CC4)cc1,1,O=C1NCCN1CCN1CCC(c2cn(C3CCCCC3)c3ccc(Cl)cc23)CC1
hERG242,Fc1ccc(n2c(c3c(C4CCN(CCN5C(=S)NCC5)CC4)c2)cccc3)cc1,1,Fc1ccc(-n2cc(C3CCN(CCN4CCNC4=S)CC3)c3ccccc32)cc1
hERG243,CC(C(CCN1CCC(c2c(c3on2)ccc(F)c3)CC1)C(=O)[N+]4=C5C(O)CCC4)=N5,1,CC1=NC2=[N+](CCCC2O)C(=O)C1CCN1CCC(c2noc3cc(F)ccc23)CC1
hERG244,O=C1N(c2ccccc2)CCC1NCCc3n(Cc4ccc(C#N)cc4)cnc3,1,N#Cc1ccc(Cn2cncc2CCNC2CCN(c3ccccc3)C2=O)cc1
hERG245,ClC(C=CC(C1=N2)=[N+](C3CCN(CCC[N+](C4=O)=C5C(=N4)C=CC=C5)CC3)C2=O)=C1,1,O=C1N=c2ccccc2=[N+]1CCCN1CCC([N+]2=c3ccc(Cl)cc3=NC2=O)CC1
hERG246,CC(C(CCN1CCC(c2c(c3on2)ccc(F)c3)CC1)C(=O)[N+]4=C5CCCC4)=N5,1,CC1=NC2=[N+](CCCC2)C(=O)C1CCN1CCC(c2noc3cc(F)ccc23)CC1
hERG247,CCN(CCOc1ccc(C(c2ccccc2)=C(c3ccccc3)Cl)cc1)CC,1,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
hERG248,CN1CCN(C(c(c2Nc(c34)cccc3)cc(C)s2)=N4)CC1,1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
hERG249,CCOc1c(C(NCCCN2CCOCC2)=O)cccc1,1,CCOc1ccccc1C(=O)NCCCN1CCOCC1
hERG250,CC(NCC(COc1c(C#N)c(Cl)ccc1)O)(Cc2cc(c3cc2)cccc3)C,1,CC(C)(Cc1ccc2ccccc2c1)NCC(O)COc1cccc(Cl)c1C#N
hERG251,CCCCN(C1C(=O)N(Cc2ccccc2)CC1)Cc3n(Cc4ccc(C#N)cc4)cnc3,1,CCCCN(Cc1cncn1Cc1ccc(C#N)cc1)C1CCN(Cc2ccccc2)C1=O
hERG252,Clc1cc(CN2C(=O)C(N(Cc3n(Cc4ccc(C#N)cc4)cnc3)CCN5CCOCC5)CC2)ccc1,1,N#Cc1ccc(Cn2cncc2CN(CCN2CCOCC2)C2CCN(Cc3cccc(Cl)c3)C2=O)cc1
hERG253,Fc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)cccc3)cc1,1,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccccc23)CC1
hERG254,Fc1ccc(N2CCN(CCCN3S(=O)(=O)c(c(c4ccc5)c35)ccc4)CC2)cc1,1,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1
hERG255,Fc1ccc(n2c(c3c(C4CCNCC4)c2)ccc(Cl)c3)cc1,1,Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1
hERG256,CN(c1n(C)c(c2n1)cccc2)CCN(S(c3ccc(NS(C)(=O)=O)cc3)(=O)=O)C,1,CN(CCN(C)S(=O)(=O)c1ccc(NS(C)(=O)=O)cc1)c1nc2ccccc2n1C
hERG257,COc1c(Nc2c(c3nc(c24)cccc4)cccc3)ccc(NS(C)(=O)=O)c1,1,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
hERG258,COc1c(OC)cc(C2CCN(CCC3c(c4OCC3)cccc4)CC2)cc1,1,COc1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1OC
hERG259,CN1CCN(C(c(c2Nc(c34)ccc(Cl)c3)cccc2)=N4)CC1,1,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
hERG260,O=C(N1C(c2ccccc2)c(c3CC1)cccc3)OC4C(CCN5C4)CC5,1,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1
hERG261,CCN(CCNC(c1c(C)c(C=C2c(c3NC2=O)cc(F)cc3)[nH]c1C)=O)CC,1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
hERG262,CN1CCN(CC(Nc2nc(c3ccc(C)o3)nc(n4c(C)ccn4)c2)=O)CCC1,1,Cc1ccc(-c2nc(NC(=O)CN3CCCN(C)CC3)cc(-n3nccc3C)n2)o1
hERG263,C(c1ccccc1)N2CC(c3c(c4[nH]c3c5ccccc5)cccc4)CCC2,1,c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1
hERG264,Fc1ccc(C(c2ccc(F)cc2)OCCN3CCN(CCCc4ccccc4)CC3)cc1,1,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
hERG265,OC(C1Oc(c2CC1)ccc(F)c2)CNCC(C3Oc(c4CC3)ccc(F)c4)O,1,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
hERG266,CC(c1ccc(C(CCCN2CCC(OC(c3ccccc3)c4ccccc4)CC2)=O)cc1)(C)C,1,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
hERG267,CS(Nc1cc(c2cc1)C(=O)CC3(CCN(C4Cc(c5CC4)ccc(C#N)c5)CC3)O2)(=O)=O,1,CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(C3CCc4cc(C#N)ccc4C3)CC1)O2
hERG268,Fc1ccc(Cn2c(c3nc2N4CCC(CNC(NC(=O)C=C5)=N5)CC4)cccc3)cc1,1,O=c1ccnc(NCC2CCN(c3nc4ccccc4n3Cc3ccc(F)cc3)CC2)[nH]1
hERG269,O=C1N(CCCN2CCN(C(c3ccccc3)c4ccccc4)CC2)c(c5N1)cccc5,1,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
hERG270,CN(CCC(c1ncccc1)c2ccc(Cl)cc2)C,1,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
hERG271,Clc1cc(CN2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)ccc1,1,N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3cccc(Cl)c3)C2=O)cc1
hERG272,CS(Nc1cc(c2cc1)C(=O)CC3(CCN(CCc4cc(c5cc4)non5)CC3)O2)(=O)=O,1,CS(=O)(=O)Nc1ccc2c(c1)C(=O)CC1(CCN(CCc3ccc4nonc4c3)CC1)O2
hERG273,CC(c1ccc(C(CCCN2CCC(C(c3ccccc3)(c4ccccc4)O)CC2)O)cc1)(O)C,1,CC(C)(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
