Name,Smiles,Property,Smiles_stand,logP,MW,rotB,HBA,HBD,nRING,TPSA
hERG105,CCc1c(c2n(c3ccc(F)cc3)c1)cc(Cl)cc2,1,CCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,4.985400000000002,273.738,2.0,1.0,0.0,3.0,4.93
hERG106,CN1CCN(CCCN2c(c3Sc(c24)cccc4)cc(C(F)(F)F)cc3)CC1,1,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.945600000000005,407.50500000000017,4.0,4.0,0.0,4.0,9.72
hERG107,FC(Oc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)=CC2=O)F,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(OC(F)F)cc2o1,3.517500000000002,472.44400000000024,6.0,7.0,1.0,5.0,90.24000000000001
hERG108,Clc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)=CC2=O,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Cl)cc2o1,3.5695000000000023,440.8830000000002,4.0,6.0,1.0,5.0,81.01
hERG109,Nc1ccc(C(N2CC3CC(CN(Cc4ccccc4)C3)C2)=O)cc1,1,Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1,2.8629000000000016,335.4510000000001,3.0,3.0,1.0,4.0,49.57000000000001
hERG110,CCC(OC(c1ccccc1)(C(CNC)C)Cc2ccccc2)=O,1,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CNC,3.9333000000000027,325.4520000000001,8.0,3.0,1.0,2.0,38.33
hERG111,Fc1ccc(C(c2ccc(F)cc2)CCCN3CCC([N+](C4=O)=C5C(=N4)C=CC=C5)CC3)cc1,1,O=C1N=c2ccccc2=[N+]1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.285800000000004,460.54800000000006,7.0,2.0,0.0,5.0,35.68
hERG112,CN(C1CCC2)C2CC(NC(c3c(c4n(C)n3)cccc4)=O)C1,1,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,2.3183999999999996,312.4170000000001,2.0,4.0,1.0,4.0,50.160000000000004
hERG113,COCCCCC(c1ccc(C(F)(F)F)cc1)=NOCCN,1,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,3.201500000000001,318.339,9.0,4.0,1.0,1.0,56.84
hERG114,FC(COc1cc(C(NCC2NCCCC2)=O)c(OCC(F)(F)F)cc1)(F)F,1,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,3.4407000000000014,414.34600000000006,7.0,4.0,2.0,2.0,59.59
hERG115,O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC4(CCCC4)C1,1,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.0881999999999996,385.5120000000001,6.0,6.0,0.0,4.0,69.64000000000001
hERG116,CN(CCCC1(c2ccc(F)cc2)c(c3CO1)ccc(C#N)c3)C,1,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,3.812980000000003,324.39900000000006,5.0,3.0,0.0,3.0,36.26
hERG117,Fc1ccc(CCN2CC(=O)N(C3Cc(c4CC3)ccc(Cn5cncc5)c4)CC2)cc1,1,O=C1CN(CCc2ccc(F)cc2)CCN1C1CCc2cc(Cn3ccnc3)ccc2C1,3.314700000000002,432.5430000000002,6.0,4.0,0.0,5.0,41.370000000000005
hERG118,Fc1cc(c2cc1)C(=O)C=C(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)O2,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)ccc2o1,3.055200000000001,424.4280000000002,4.0,6.0,1.0,5.0,81.01
hERG119,Clc1cc(c2cc1)N=C(N3CCNCC3)c(c4N2)cccc4,1,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,3.3805000000000023,312.804,0.0,4.0,2.0,4.0,39.66
hERG120,FC1C(c2c(c3[nH]c2c4ccccc4)ccc(F)c3)CNCC1,1,Fc1ccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c2c1,4.389000000000002,312.363,2.0,1.0,2.0,4.0,27.82
hERG121,COCCCN1CCC(NC(c2c(c3c(N)c(Cl)c2)OCC3)=O)CC1,1,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,2.0877999999999997,367.8770000000003,6.0,5.0,2.0,3.0,76.82000000000001
hERG122,C1C(N(c2ccccc2)C3C1)CC(c4c(c5[nH]c4c6ccccc6)cccc5)C3,1,c1ccc(-c2[nH]c3ccccc3c2C2CC3CCC(C2)N3c2ccccc2)cc1,6.749900000000006,378.51900000000006,3.0,1.0,1.0,6.0,19.03
hERG123,CN1CCC(CC(Nc2nc(c3ccc(C)o3)nc(n4c(C)ccn4)c2)=O)CC1,1,Cc1ccc(-c2nc(NC(=O)CC3CCN(C)CC3)cc(-n3nccc3C)n2)o1,3.2095400000000014,394.4790000000001,5.0,7.0,1.0,4.0,89.08
hERG124,CC(C(Cl)(Cl)Cl)(O)C,1,CC(C)(O)C(Cl)(Cl)Cl,2.127500000000001,177.458,0.0,1.0,1.0,0.0,20.23
hERG125,Clc1cc(c2cc1)CCc(c3C2=C4CCNCC4)cccn3,1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,4.018900000000002,310.8280000000001,0.0,2.0,1.0,4.0,24.92
hERG126,COc1c(N2CC(O)CC2)ccc(N3C(=O)c(c4N=C3)sc(c5ccc(Cl)cc5)c4)c1,1,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CCC(O)C1,4.347200000000004,453.95100000000025,4.0,7.0,1.0,5.0,67.59
hERG127,CC(c1c(c2n(c3ccc(F)cc3)c1)cc(Cl)cc2)O,1,CC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,4.476300000000002,289.737,2.0,2.0,1.0,3.0,25.16
hERG128,CN1C(=O)c(c2N(C)C1=O)n(C)cn2,1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-1.0293,194.194,0.0,6.0,0.0,2.0,61.82
hERG129,C1CC(c2c(c3[nH]c2c4ccccc4)cccc3)CNC1,1,c1ccc(-c2[nH]c3ccccc3c2C2CCCNC2)cc1,4.3019000000000025,276.3829999999999,2.0,1.0,2.0,4.0,27.82
hERG130,O=C(C(Oc(c1C2=O)cc(C#N)cc1)=C2)NC3CCN(Cc4cc(c5cc4)OCO5)CC3,1,N#Cc1ccc2c(=O)cc(C(=O)NC3CCN(Cc4ccc5c(c4)OCO5)CC3)oc2c1,2.7877800000000006,431.4480000000002,4.0,7.0,1.0,5.0,104.8
hERG131,Clc1cc(c2cc1)C(N3CCNCC3)=Nc(c4O2)cccc4,1,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,3.4292000000000025,313.788,0.0,4.0,1.0,4.0,36.86
hERG132,COc1cc(c2cc1)C3(C4C(N(C)CC3)C2)CCCC4,1,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,3.3834000000000026,271.404,1.0,2.0,0.0,4.0,12.47
hERG133,COC1C(NC(c2c(OC)cc(N)c(Cl)c2)=O)CCN(CCCOc3ccc(F)cc3)C1,1,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,3.358100000000002,465.9530000000003,9.0,6.0,2.0,3.0,86.05
hERG134,COCCOCC#Cc1scc(c2c(c3[nH]n2)C(=O)c(c34)cc(CN5CCN(C)CC5)cc4)c1,1,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,3.1115000000000013,476.6020000000003,7.0,7.0,1.0,5.0,70.69
hERG135,COc1ccc(CN2CCC(NC(C(Oc(c3C4=O)cc(F)cc3)=C4)=O)CC2)cc1,1,COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,3.3351000000000024,410.44500000000016,5.0,5.0,1.0,4.0,71.78
hERG136,CCN(CCNC(c1c(OC)cc(N)c(Cl)c1)=O)CC,1,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.0023999999999997,299.8020000000001,7.0,4.0,2.0,1.0,67.59
hERG137,FC1C(c2c(c3[nH]c2C4CCCCCC4)ccc(F)c3)CNCC1,1,Fc1ccc2c(C3CNCCC3F)c(C3CCCCCC3)[nH]c2c1,5.159800000000004,332.43800000000005,2.0,1.0,2.0,4.0,27.82
hERG138,CN(CCC=C1c(c2CCc(c13)cccc3)cccc2)C,1,CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.168600000000003,277.411,3.0,1.0,0.0,3.0,3.24
hERG139,CCCCNCC(c1c(c2cc(Cl)c1)c(c3C2=Cc4ccc(Cl)cc4)ccc(Cl)c3)O,1,CCCCNCC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1,7.639200000000006,472.8430000000001,7.0,2.0,2.0,4.0,32.26
hERG140,NC(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)C4CC4,1,NC(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CC1,3.374600000000002,370.3990000000001,4.0,3.0,2.0,4.0,66.56
hERG141,Fc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OC(F)(F)O5)CC3)=O)=CC2=O,1,O=C(NC1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1)c1cc(=O)c2ccc(F)cc2o1,3.6480000000000024,460.4080000000003,4.0,6.0,1.0,5.0,81.01
hERG142,C1NCCC(c2c(c3[nH]c2c4ccccc4)cccc3)C1,1,c1ccc(-c2[nH]c3ccccc3c2C2CCNCC2)cc1,4.3019000000000025,276.3829999999999,2.0,1.0,2.0,4.0,27.82
hERG143,OCCOCCN1CCN(C(c(c2Sc(c34)cccc3)cccc2)=N4)CC1,1,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,2.8560000000000016,383.51700000000017,5.0,6.0,1.0,4.0,48.300000000000004
hERG144,OC1(c2ccc(Cl)cc2)CCN(CCCC(c3ccc(F)cc3)=O)CC1,1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.425600000000004,375.87100000000015,6.0,3.0,1.0,3.0,40.540000000000006
hERG145,Clc1cc(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)ccc1,1,N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1,2.9873800000000017,433.89900000000006,6.0,6.0,1.0,4.0,91.02000000000001
hERG146,O=C(C(C1)=C2C(=N1)C=CC=C2)OC3CC(N4C5C3)CC(C(=O)C4)C5,1,O=C(OC1CC2CC3CC(C1)N2CC3=O)C1=c2ccccc2=NC1,0.20799999999999974,324.38000000000005,2.0,5.0,0.0,6.0,58.97
hERG147,Oc1cc(c2c(O)c1)OC(c3cc(O)c(O)c(O)c3)C(OC(c4cc(O)c(O)c(O)c4)=O)C2,1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,2.233199999999999,458.37500000000017,3.0,11.0,8.0,4.0,197.36999999999998
hERG148,Brc1cc(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cnc1,1,N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cncc(Br)c3)C2=O)cc1,2.49148,479.3380000000001,6.0,7.0,1.0,4.0,103.91
hERG149,Clc1c(Cl)cc(c2c1)C(=O)C=C(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)O2,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(Cl)c(Cl)cc2o1,4.222900000000004,475.32800000000026,4.0,6.0,1.0,5.0,81.01
hERG150,CNCCC(c1ccccc1)Oc2c(C)cccc2,1,CNCCC(Oc1ccccc1C)c1ccccc1,3.7246200000000034,255.361,6.0,2.0,1.0,2.0,21.259999999999998
hERG151,CN(CCC=C1c(c2OCc(c13)cccc3)cccc2)C,1,CN(C)CCC=C1c2ccccc2COc2ccccc21,3.9624000000000033,279.383,3.0,2.0,0.0,3.0,12.47
hERG152,CN(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)C4CCNCC4,1,CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CCNCC1,3.914500000000003,413.4680000000002,3.0,3.0,2.0,4.0,55.81
hERG153,CCS(CNC1c(c2OC(C)(C)C1O)cc(CN)cc2)(=O)=O,1,CCS(=O)(=O)CNC1c2cc(CN)ccc2OC(C)(C)C1O,0.7001,328.4340000000001,5.0,6.0,3.0,2.0,101.65
hERG154,COc1c(OC)cc(CCN(CCCNC(C(=O)NN=C2)=C2Cl)C)cc1,1,COc1ccc(CCN(C)CCCNc2c(Cl)cn[nH]c2=O)cc1OC,2.417,380.8760000000001,10.0,6.0,2.0,2.0,79.48
hERG155,CCN=C(c1cc(OC)c(OC)cc1)N2c(c3CCC2)ccc(C(C(C)SC(=O)N4)=N4)c3,1,CCN=C(c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)SC3C)ccc21,4.472100000000004,452.5800000000001,5.0,6.0,1.0,4.0,75.52000000000001
hERG156,O=C(C(Oc(c1C2=O)cccc1)=C2)NC3CCN(Cc4cc(c5cc4)OCO5)CC3,1,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,2.916100000000001,406.4380000000002,4.0,6.0,1.0,5.0,81.01
hERG157,CN1C(c2c(c3[nH]c2c4ccccc4)cccc3)CCCC1,1,CN1CCCCC1c1c(-c2ccccc2)[nH]c2ccccc12,4.991700000000004,290.4100000000001,2.0,1.0,1.0,4.0,19.03
hERG158,FC1C(c2c(c3[nH]c2c4ccccc4)cc(F)cc3)CNCC1,1,Fc1ccc2[nH]c(-c3ccccc3)c(C3CNCCC3F)c2c1,4.389000000000003,312.363,2.0,1.0,2.0,4.0,27.82
hERG159,FC1C(c2c(c3[nH]c2c4ccccc4)cc(Cl)cc3)CNCC1,1,FC1CCNCC1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12,4.903300000000003,328.81800000000004,2.0,1.0,2.0,4.0,27.82
hERG160,COC(C1C(N(C)C2CC1OC(c3ccccc3)=O)CC2)=O,1,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,1.8677,303.35800000000006,3.0,5.0,0.0,3.0,55.84
hERG161,O=C1N(Cc2ccccc2)CCC1NCc3n(Cc4ccc(C#N)cc4)cnc3,1,N#Cc1ccc(Cn2cncc2CNC2CCN(Cc3ccccc3)C2=O)cc1,2.693780000000001,385.47100000000006,7.0,5.0,1.0,4.0,73.95
hERG162,CC(N(C(C)C)CCC(c1ncccc1)(c2ccccc2)C(N)=O)C,1,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3.361900000000002,339.4830000000001,8.0,3.0,1.0,2.0,59.22
hERG164,COc1c(OC)cc(Cc2c(c3ccn2)cc(OC)c(OC)c3)cc1,1,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.860000000000003,339.3910000000001,6.0,5.0,0.0,3.0,49.81
hERG165,CCc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)=CC2=O,1,CCc1ccc2c(=O)cc(C(=O)NC3CCN(Cc4ccc5c(c4)OCO5)CC3)oc2c1,3.478500000000002,434.49200000000025,5.0,6.0,1.0,5.0,81.01
hERG166,COc1ccc(CC2c(c3CCN2C)cc(Oc4c(O)ccc(CC5c(c6CCN5C)cc(OC)c(OC)c6)c4)c(OC)c3)cc1,1,COc1ccc(CC2c3cc(Oc4cc(CC5c6cc(OC)c(OC)cc6CCN5C)ccc4O)c(OC)cc3CCN2C)cc1,6.762300000000009,624.7780000000001,10.0,8.0,1.0,6.0,72.86
hERG167,COC1(C(C(C(C)(C)C)(O)C)C2)CCC2(C3(c(c4c(O)cc5)c5C6)C1O4)C6N(CC7CC7)CC3,1,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,4.413800000000004,467.6500000000003,4.0,5.0,2.0,8.0,62.16
hERG168,CCCCc1n(Cc2ccc(c3c(c4n[nH]nn4)cccc3)cc2)c(CO)c(Cl)n1,1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.2668000000000035,422.9200000000001,8.0,6.0,2.0,4.0,92.51
hERG169,CCOc1c(C(NCC2OCCN(Cc3ccc(F)cc3)C2)=O)cc(Cl)c(N)c1,1,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,3.0908000000000015,421.9000000000002,7.0,5.0,2.0,3.0,76.82
hERG170,CC(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)(C)C,1,CC(C)(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1,4.683400000000005,357.40000000000003,2.0,2.0,1.0,3.0,40.540000000000006
hERG171,CC(C(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)O)(C)C,1,CC(C)(C)C(O)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1,4.044300000000003,387.42600000000004,3.0,3.0,2.0,3.0,60.769999999999996
hERG172,C(C1NCCCC1)C(C2CCCCC2)C3CCCCC3,1,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,5.295400000000005,277.496,4.0,1.0,1.0,3.0,12.03
hERG173,CSc1c(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cccn1,1,CSc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O,2.4508800000000006,446.5360000000002,7.0,8.0,1.0,4.0,103.91
hERG174,OC(c1ccc(Cl)cc1)CN2CCC(Cc3ccc(F)cc3)CC2,1,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,4.4672000000000045,347.861,5.0,2.0,1.0,3.0,23.47
hERG175,CNC1c(c2C(c3cc(Cl)c(Cl)cc3)CC1)cccc2,1,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,5.179600000000004,306.236,2.0,1.0,1.0,3.0,12.03
hERG176,CCN(Cc1cc(c2cc1)CCC(N3C(=O)CN(CCc4ccc(F)cc4)CC3)C2)CC,1,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(F)cc3)CC1=O)C2,3.9117000000000033,437.60300000000024,8.0,3.0,0.0,4.0,26.79
hERG177,CCCCN(CC(c1c(c2cc(Cl)c1)c(c3C2=Cc4ccc(Cl)cc4)ccc(Cl)c3)O)CCCC,1,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1,9.151699999999998,528.9510000000001,10.0,2.0,1.0,4.0,23.47
hERG178,O=C1N(c2c(c3ccc2)cccn3)CCC1NCc4n(Cc5ccc(C#N)cc5)cnc4,1,N#Cc1ccc(Cn2cncc2CNC2CCN(c3cccc4ncccc34)C2=O)cc1,3.246380000000002,422.4920000000001,6.0,6.0,1.0,5.0,86.84
hERG179,COC(c1c(C2C(F)CCNC2)c(c3[nH]1)ccc(F)c3)=O,1,COC(=O)c1[nH]c2cc(F)ccc2c1C1CNCCC1F,2.5086000000000004,294.301,2.0,3.0,2.0,3.0,54.120000000000005
hERG180,CC(C(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)N)C,1,CC(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1,3.6206000000000023,372.415,4.0,3.0,2.0,3.0,66.56
hERG181,COc1c(F)cc(CN2CCC(NC(C(Oc(c3C4=O)cc(F)cc3)=C4)=O)CC2)cc1,1,COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,3.4742000000000015,428.4350000000002,5.0,5.0,1.0,4.0,71.78
hERG182,FC(CN1c(c2C(c3ccccc3)=NC(NC(Cc4c(C(F)(F)F)cc(C(F)(F)F)cc4)=O)C1=O)cccc2)(F)F,1,O=C(Cc1ccc(C(F)(F)F)cc1C(F)(F)F)NC1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O,6.155500000000004,587.4420000000002,5.0,3.0,1.0,4.0,61.77
hERG183,CS(Nc1cc(c2cc1)C(O)CC3(CCN(C4Cc(c5CC4)ccc(C#N)c5)CC3)O2)(=O)=O,1,CS(=O)(=O)Nc1ccc2c(c1)C(O)CC1(CCN(C3CCc4cc(C#N)ccc4C3)CC1)O2,3.137780000000002,467.59100000000035,3.0,6.0,2.0,5.0,102.66000000000001
hERG184,CC(NC(C(COc1c(c2c(C)cc1)CCC2)O)C)C,1,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,2.6099200000000007,277.4080000000001,6.0,3.0,2.0,2.0,41.49
hERG185,CN1CC(c2c(c3[nH]c2c4ccccc4)cccc3)CCC1,1,CN1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1,4.6441000000000034,290.4100000000001,2.0,1.0,1.0,4.0,19.03
hERG186,CCC(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)=O,1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.292000000000004,309.45300000000003,7.0,2.0,0.0,2.0,20.310000000000002
hERG187,Cc1ccc(c2n(c3ccc(S(N)(=O)=O)cc3)nc(C(F)(F)F)c2)cc1,1,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,3.5139200000000006,381.3790000000001,3.0,4.0,1.0,3.0,77.98
hERG188,NC(N)=Nc1scc(CSCCC(N)=NS(N)(=O)=O)n1,1,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,-0.7679999999999998,337.456,7.0,6.0,4.0,1.0,175.82999999999998
hERG189,CN(S(C)(=O)=O)C1c(c2OC(C)(C)C1O)cc(OCCCC(F)(F)F)cc2,1,CN(C1c2cc(OCCCC(F)(F)F)ccc2OC(C)(C)C1O)S(C)(=O)=O,2.872300000000001,411.4420000000001,6.0,5.0,1.0,2.0,76.07000000000001
hERG190,CC(C(O)=O)(CN1CCC(=C2c(c3OCc(c24)cc(F)cc4)cccc3)CC1)C,1,CC(C)(CN1CCC(=C2c3ccc(F)cc3COc3ccccc32)CC1)C(=O)O,4.726600000000004,395.47400000000016,3.0,3.0,1.0,4.0,49.769999999999996
hERG191,CC(CN1c(c2C(=O)N(C)C1=O)nc[nH]2)C,1,CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,0.07929999999999976,222.248,2.0,5.0,1.0,2.0,72.68
hERG192,Fc1ccc(N2c(c3C(C4CCN(CCN5C(=O)NCC5)CC4)C2)cccc3)cc1,1,O=C1NCCN1CCN1CCC(C2CN(c3ccc(F)cc3)c3ccccc32)CC1,3.7982000000000022,408.5210000000002,5.0,3.0,1.0,5.0,38.82000000000001
hERG193,CC(COc1c(C)cccc1C)N,1,Cc1cccc(C)c1OCC(C)N,2.0294399999999997,179.26299999999998,3.0,2.0,1.0,1.0,35.25
hERG194,CN(C(Cc1ccc(CNS(C)(=O)=O)cc1)=O)C(c2ccccc2)CN3CC(O)CC3,1,CN(C(=O)Cc1ccc(CNS(C)(=O)=O)cc1)C(CN1CCC(O)C1)c1ccccc1,1.5446,445.5850000000002,9.0,5.0,2.0,3.0,89.95
hERG195,CCCOC(c1ccccc1)(c2ccccc2)C(OC3CCN(C)CC3)=O,1,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,3.994200000000003,367.489,7.0,4.0,0.0,3.0,38.77
hERG196,CC(NCC(COc1c(c2ccc1)cccc2)O)C,1,CC(C)NCC(O)COc1cccc2ccccc12,2.5775000000000006,259.34900000000005,6.0,3.0,2.0,2.0,41.489999999999995
hERG197,Cc1c(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cccn1,1,Cc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O,2.0374,414.46900000000016,6.0,7.0,1.0,4.0,103.91
hERG198,CN1CCN(CCCN(C(Nc2cc(Cl)c(F)cc2)=O)C3C(C4C(c5ccccc5)C3)C4)CC1,1,CN1CCN(CCCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CC(c3ccccc3)C3CC32)CC1,5.142700000000005,485.04700000000025,7.0,3.0,1.0,5.0,38.82
hERG199,CN1CCN(CCCN(C(Nc2cc(Cl)c(F)cc2)=O)C3C(C4C(c5ccc(F)cc5)C3)C4)CC1,1,CN1CCN(CCCN(C(=O)Nc2ccc(F)c(Cl)c2)C2CC(c3ccc(F)cc3)C3CC32)CC1,5.281800000000005,503.03700000000026,7.0,3.0,1.0,5.0,38.82
hERG200,COc1cc(C2C(C3C(N(C(Nc4cc(Cl)c(F)cc4)=O)CCCN5CCN(C)CC5)C2)C3)ccc1,1,COc1cccc(C2CC(N(CCCN3CCN(C)CC3)C(=O)Nc3ccc(F)c(Cl)c3)C3CC23)c1,5.151300000000005,515.0730000000002,8.0,4.0,1.0,5.0,48.050000000000004
hERG201,CN(C(c1ccc(C(Nc2c(C(Nc3ncc(Cl)cc3)=O)cc(Sc4ccccc4)cc2)=O)cc1)=N)C,1,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Sc3ccccc3)cc2C(=O)Nc2ccc(Cl)cn2)cc1,6.277770000000004,530.0530000000002,7.0,5.0,3.0,4.0,98.18
hERG202,CN(C1CCN(C(c2ccc(C(Nc3c(C(Nc4ncc(Cl)cc4)=O)cc(Cl)cc3)=O)cc2)=N)CC1)C,1,CN(C)C1CCN(C(=N)c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,5.2443700000000035,539.4670000000001,6.0,5.0,3.0,4.0,101.42
hERG203,Cc1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC4)=O)C5C2)COC5)c(c6n1)cccc6,1,Cc1nc2ccccc2n1C1CC2COCC(C1)N2CCC(NC(=O)C1CCC1)c1ccccc1,4.796720000000004,472.6330000000002,7.0,5.0,1.0,6.0,59.39
hERG204,CN(C(c1cc(N2CCCCC2)c(C(Nc3c(C(Nc4ncc(Cl)cc4)=O)cc(Cl)cc3)=O)cc1)=N)C,1,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2)c1,5.770270000000005,539.4670000000002,6.0,5.0,3.0,4.0,101.42
hERG205,COc1cc(C(Nc2ncc(Cl)cc2)=O)c(NC(c3c(N4CCCCC4)cc(C(N(C)C)=N)cc3)=O)cc1,1,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2N2CCCCC2)c(C(=O)Nc2ccc(Cl)cn2)c1,5.1254700000000035,535.0480000000003,7.0,6.0,3.0,4.0,110.64999999999999
