Name,Smiles,Property
hERG249,CCOc1c(C(NCCCN2CCOCC2)=O)cccc1,1
hERG250,CC(NCC(COc1c(C#N)c(Cl)ccc1)O)(Cc2cc(c3cc2)cccc3)C,1
hERG251,CCCCN(C1C(=O)N(Cc2ccccc2)CC1)Cc3n(Cc4ccc(C#N)cc4)cnc3,1
hERG252,Clc1cc(CN2C(=O)C(N(Cc3n(Cc4ccc(C#N)cc4)cnc3)CCN5CCOCC5)CC2)ccc1,1
hERG253,Fc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)cccc3)cc1,1
hERG254,Fc1ccc(N2CCN(CCCN3S(=O)(=O)c(c(c4ccc5)c35)ccc4)CC2)cc1,1
hERG255,Fc1ccc(n2c(c3c(C4CCNCC4)c2)ccc(Cl)c3)cc1,1
hERG256,CN(c1n(C)c(c2n1)cccc2)CCN(S(c3ccc(NS(C)(=O)=O)cc3)(=O)=O)C,1
hERG257,COc1c(Nc2c(c3nc(c24)cccc4)cccc3)ccc(NS(C)(=O)=O)c1,1
hERG258,COc1c(OC)cc(C2CCN(CCC3c(c4OCC3)cccc4)CC2)cc1,1
hERG259,CN1CCN(C(c(c2Nc(c34)ccc(Cl)c3)cccc2)=N4)CC1,1
hERG260,O=C(N1C(c2ccccc2)c(c3CC1)cccc3)OC4C(CCN5C4)CC5,1
hERG261,CCN(CCNC(c1c(C)c(C=C2c(c3NC2=O)cc(F)cc3)[nH]c1C)=O)CC,1
hERG262,CN1CCN(CC(Nc2nc(c3ccc(C)o3)nc(n4c(C)ccn4)c2)=O)CCC1,1
hERG263,C(c1ccccc1)N2CC(c3c(c4[nH]c3c5ccccc5)cccc4)CCC2,1
hERG264,Fc1ccc(C(c2ccc(F)cc2)OCCN3CCN(CCCc4ccccc4)CC3)cc1,1
hERG265,OC(C1Oc(c2CC1)ccc(F)c2)CNCC(C3Oc(c4CC3)ccc(F)c4)O,1
hERG266,CC(c1ccc(C(CCCN2CCC(OC(c3ccccc3)c4ccccc4)CC2)=O)cc1)(C)C,1
hERG267,CS(Nc1cc(c2cc1)C(=O)CC3(CCN(C4Cc(c5CC4)ccc(C#N)c5)CC3)O2)(=O)=O,1
hERG268,Fc1ccc(Cn2c(c3nc2N4CCC(CNC(NC(=O)C=C5)=N5)CC4)cccc3)cc1,1
hERG269,O=C1N(CCCN2CCN(C(c3ccccc3)c4ccccc4)CC2)c(c5N1)cccc5,1
hERG270,CN(CCC(c1ncccc1)c2ccc(Cl)cc2)C,1
hERG271,Clc1cc(CN2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)ccc1,1
hERG272,CS(Nc1cc(c2cc1)C(=O)CC3(CCN(CCc4cc(c5cc4)non5)CC3)O2)(=O)=O,1
hERG273,CC(c1ccc(C(CCCN2CCC(C(c3ccccc3)(c4ccccc4)O)CC2)O)cc1)(O)C,1
hERG274,CC(CN(C)C)CN1c(c2Sc(c13)cccc3)cc(C#N)cc2,1
hERG275,NCCCN(C1C(=O)N(Cc2cc(Cl)ccc2)CC1)Cc3n(Cc4ccc(C#N)cc4)cnc3,1
hERG276,NC(OCC1C(C2(N3C(=N)N1)C(O)(O)CC3)NC(=N)N2)=O,1
hERG277,FC1C(c2c(c3[nH]c2c4cc(c5cc4)cccc5)ccc(F)c3)CNCC1,1
hERG278,COc1c(OCCNCC(COc2c(c3ccc2)c(c4[nH]3)cccc4)O)cccc1,1
hERG279,C(N1CC(c2c(c3[nH]c2c4ccccc4)cccc3)CCC1)Cc5ccccc5,1
hERG280,CC(COCC(N1CCCC1)CN(c2ccccc2)Cc3ccccc3)C,1
hERG281,CN1C(CCN2c(c3Sc(c24)cccc4)cc(S(C)=O)cc3)CCCC1,1
hERG282,CN(C1CC2)C2CC(OC(C(c3ccccc3)CO)=O)C1,1
hERG283,N#CC(Cl)Cl,0
hERG284,Cc1c(C(=O)N)cccc1,0
hERG285,O=C(c1c(O)cc(O)cc1O)CCc2ccc(O)cc2,0
hERG286,O=C1c(c2C(c3ccc(O)cc3)(c4ccc(O)cc4)O1)cccc2,0
hERG287,N=C(Nc1ccccc1)NC(c2c(N)nc(N)c(Cl)n2)=O,0
hERG288,CC=C(C(OC1C(OC(CCCCCCC)=O)C2C(C3C(C(O)(C)C(=O)O3)(O)C(OC(CCC)=O)CC2(OC(=O)C)C)=C1C)=O)C,0
hERG289,ClC(C(Cl)=C(Cl)C1(Cl)Cl)=C1Cl,0
hERG290,c1cc(OCC(NCC2)=N2)c(C3CC3)cc1,0
hERG291,CCCN(C1Cc(c2C1)cc(OC)c(OC)c2)CCC,0
hERG292,CCOC(c1c2n(c(c3C(=O)N(C24)CCC4)ccc(OC)c3)cn1)=O,0
hERG293,CCCN(C1Cc(c2CC1)c(O)ccc2)CCC,0
hERG294,c1ccc(NNc2ccccc2)cc1,0
hERG295,CC(C(Cn1ncnc1)(CCc2ccc(Cl)cc2)O)(C)C,0
hERG296,c1cc2c(c(c3I2)cccc3)cc1,0
hERG297,Cc1c2c(N(C3CC3)C=C(C(O)=O)C2=O)cc(N4CC(C)NCC4)c1F,0
hERG298,COCCOC(C(C(c1cc([N+]([O-])=O)ccc1)C(C(OC(C)C)=O)=C(C)N2)=C2C)=O,0
hERG299,O[Si](C1CCCCC1)(c2ccc(F)cc2)CCCN3CCCCC3,0
hERG300,COc1ccc(NC(C=Cc2ccc(Cl)cc2)=O)cc1,0
hERG301,O=[N+](c1c(Cl)c(Cl)ccc1)[O-],0
hERG302,Oc1c(Cc2c(O)ccc(Cl)c2)cc(Cl)cc1,0
hERG303,CN(C1CC2)C2CC(OC(c3c(N)cccc3)c4ccccc4)C1,0
hERG304,CN(c1ccc(Cc2ccc(N(C)C)cc2)cc1)C,0
hERG305,ClC(C(C(Cl)(Cl)C12Cl)(Cl)C(C13)C=CC3Cl)=C2Cl,0
hERG306,OCCN(c1nc(N2CCCCC2)c3c(c(N4CCCCC4)nc(N(CCO)CCO)n3)n1)CCO,0
hERG307,CC(CC(CSSCC(CC(C)C)N)N)C,0
hERG308,CC(C1C(C)(C2CC1)CCC(C23)C(C)(C(=C4)CC3)CCC4=O)=O,0
hERG309,O=S(N1CCNCC1)(c2c(c3ccc2)cccn3)=O,0
hERG310,CN(c1ccc(C(c2ccc(N(C)C)cc2)=N)cc1)C,0
hERG311,Cc1cc2c(C(=O)c(c3C2=O)c(O)cc(O)c3)c(O)c1,0
hERG312,CC(Cc(c1C(c2ccc(N)cc2)=N3)cc4c(OCO4)c1)=N3,0
hERG313,CCCCCCCCC=CCCCCCCCC(NCCO)=O,0
hERG314,COC(c1ncc2c(c(c3[nH]2)cccc3)c1)=O,0
hERG315,CCCNC(C(Nc1c(C)cccc1)=O)C,0
hERG316,CCN(C(C)C)c1c(Cl)nc(C(NC(N)=N)=O)c(N)n1,0
hERG317,CN1C(C2(C)CC1)N(C)c(c23)ccc(O)c3,0
hERG318,c1ccc(C2N=C(N3C2)SCC3)cc1,0
hERG319,Clc1c(Cl)cc(C(Cl)(Cl)Cl)cc1,0
hERG320,COc1ccc(n2c(c3ccc(Cl)cc3)cc(C(F)(F)F)n2)cc1,0
hERG321,COc1c(C(OCCN2CCCCC2)=O)cc(Cl)c(N)c1,0
hERG322,C=C(CSC(N(CC)CC)=S)Cl,0
hERG323,COc1c(c2cc(F)c1N3CC(C)NCC3)N(C4CC4)C=C(C(O)=O)C2=O,0
hERG324,c1cc(c(c(c2ccc3)c34)c(C4)c1)cc2,0
hERG325,CN(c1ccc(C=C2C(=O)Nc(c23)cccc3)cc1)C,0
hERG326,CC(c1ccc(O)cc1)(c2ccccc2)C,0
hERG327,CCC(c1ccc(O)cc1)=C(c2ccc(OCCN(C)C)cc2)c3ccccc3,0
hERG328,CCCCC(COC(c1ccc(N(C)C)cc1)=O)CC,0
hERG329,N#CSCSC#N,0
hERG330,CN(c1c(Cl)nc(C(NC(N)=N)=O)c(N)n1)C,0
hERG331,CN=C1SN(c2ccccc2)C(c3ccccc3)=N1,0
hERG332,CCS(Nc1cc(C(=C2CCCCC2)c3nc[nH]c3)ccc1)(=O)=O,0
hERG333,c1ccc(c2ccccc2)cc1,0
hERG334,Brc1cc(c2ccccc2)ccc1,0
hERG335,O=C(C=Cc1ccc(C=CC(O)=O)cc1)O,0
hERG336,CCCCOC(c1c(C(OCc2ccccc2)=O)cccc1)=O,0
hERG337,O=C(OC1C(O)C(O)CC(C(O)=O)(O)C1)C=Cc2cc(O)c(O)cc2,0
hERG338,Cc1c(CC(NCC2)=N2)c(C)cc(C(C)(C)C)c1,0
hERG339,CC(CC(C)C)=O,0
hERG340,O=C(Nc1cc(C(Nc2c(S(O)(=O)=O)cc(S(O)(=O)=O)cc2)=O)cc(C(Nc3c(S(O)(=O)=O)cc(S(O)(=O)=O)cc3)=O)c1)Nc4cc(C(Nc5c(S(O)(=O)=O)cc(S(O)(=O)=O)cc5)=O)cc(C(Nc6c(S(O)(=O)=O)cc(S(O)(=O)=O)cc6)=O)c4,0
hERG341,NCCCCCCNS(c1c(c2ccc1)cccc2Cl)(=O)=O,0
hERG342,O=C1C=CC(=O)C=C1,0
hERG343,CC(CN1c(c2CCc(c13)cccc3)cccc2)CN(C)C,0
hERG344,c1cc(c(c(c2ccc3)c3cc4)c4c1)cc2,0
hERG345,N=C1C=CC(=C(c2ccc(N)cc2)c3ccc(N)cc3)C=C1,0
hERG346,COc1c([N+]([O-])=O)c(C)c([N+]([O-])=O)cc1C(C)(C)C,0
hERG347,CCCCCC(c1cc(OCc2nc(c3cc2)cccc3)ccc1)O,0
hERG348,COC(N1CC(CN2CCCC2)N(C(Cc3cc(Cl)c(Cl)cc3)=O)CC1)=O,0
hERG349,N=C(NC(Nc1ccc(Cl)cc1)=N)NCCCCCCNC(NC(Nc2ccc(Cl)cc2)=N)=N,0
hERG350,Cc1c2c(CCC2)c(OCC(C(NC(C)C)C)O)cc1,0
hERG351,CCCCN1CCC(N2C(=O)Nc(c23)cccc3)CC1,0
hERG352,CC(C(C(CNC1=C2C(=O)N=C(N)N1)=N2)=O)O,0
hERG353,CCn1c2c(c(Nc3cc(Cl)ccc3)nc(NC4C(N)CCCC4)n2)nc1,0
hERG354,NCC(C1CCCCCCC1)O,0
hERG355,NC1(CC1)C(O)=O,0
hERG356,CN(C(SSC(N(C)C)=S)=S)C,0
hERG357,Oc1c(c2c(Cl)cc1I)nccc2,0
hERG358,CCc1ccc(C(C(Cl)Cl)c2ccc(CC)cc2)cc1,0
hERG359,Clc1cc(N2CCNCC2)ccc1,0
hERG360,CN(CCCC1(c(c2CO1)ccc(C#N)c2)c3ccc(F)cc3)C,0
hERG361,Nc1c(Cl)cc(Cc2cc(Cl)c(N)cc2)cc1,0
hERG362,CC([N+](C(C)C)(CCOC(C1c(c2Oc(c13)cccc3)cccc2)=O)C)C,0
hERG363,c1nc(CN(c2ccccc2)Cc3ccccc3)[nH]c1,0
hERG364,Brc1ccc(c2ccccc2)cc1,0
hERG365,N#CC(C(NCc1ccccc1)=O)=Cc2cc(O)c(O)cc2,0
hERG366,CCCCOC(COc1c(Cl)cc(Cl)cc1)=O,0
hERG367,C(c1ccccc1)=Cc2ccccc2,0
hERG368,CC(c1ccc(O)cc1)(c2ccc(O)cc2)C,0
hERG369,CNC(OCC[N+](C)(C)C)=O,0
hERG370,CCN(CCCCCCCCOC(c1cc(OC)c(OC)c(OC)c1)=O)CC,0
hERG371,CCCCCCCCCCCCCC=CC(C(CO)N)O,0
hERG372,ClC(C(C(Cl)(Cl)C12Cl)(Cl)C(C13)CC(Cl)C3Cl)=C2Cl,0
hERG373,CCC(Nc1nc(NCc2ccccc2)c3c(n(C(C)C)cn3)n1)CO,0
hERG374,CC1C2(OCC(C)CC2)OC3C1C(C)(C4C3O)CCC(C45)C(C)(C6CC5)CC(O)C(OC7C(O)C(O)C(OC8C(OC9C(O)C(OC%10C(O)C(O)C(O)C(CO)O%10)C(O)C(CO)O9)C(OC%11C(O)C(O)C(O)CO%11)C(O)C(CO)O8)C(CO)O7)C6,0
hERG375,O=C(c1c(O)cccc1)OCc2ccccc2,0
hERG376,O=C(CCCc1ccc(N(CCCl)CCCl)cc1)O,0
hERG377,COc1c(C(OCC2CCN(CCNS(=O)(=O)C)CC2)=O)c(c3[nH]1)cc(F)cc3,0
hERG378,CCCN1C(C2CCC1)Cc(c3C2)cnc(N)n3,0
hERG379,C[N+](C1CC2)(C2CC(OC(c3c(c4[nH]c3)cccc4)=O)C1)C,0
hERG380,COc1c(N2CCN(CCN(c3ncccc3)C(C4CCCCC4)=O)CC2)cccc1,0
hERG381,CCCN(c1c(Cl)c(Nc2c(Cl)cc(Cl)cc2Cl)nc(C)n1)CC3CC3,0
hERG382,CC1(C(=O)CC2)C2C3C(C(C)(C(=C4)CC3)CCC4=O)CC1,0
hERG383,COc1c(N2CCN(CCN(c3ncccc3)C(c4ccc(F)cc4)=O)CC2)cccc1,0
hERG384,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0
hERG385,N#CC(C(N1c(c2CC1)cccc2)=O)Cc3cc(O)c(O)cc3,0
hERG386,CCN(CCNC(c1ccc(N)cc1)=O)CC,0
hERG387,O=C1C(=C2C(=NO)c(c3N2)cccc3)c(c4N1)ccc(Br)c4,0
hERG388,CCC(c1ccc(O)cc1)=C(c2ccc(O)cc2)CC,0
hERG389,CCC(C=CC1C(C)(C)CCC=C1C)=O,0
hERG390,CC1(OC2=C(C(=O)C(=O)c(c23)cccc3)CC1)C,0
hERG391,CN1C2c(c3CC1)c(c(c4C2)c(O)c(O)cc4)cc(O)c3,0
hERG392,N=S(Cc1c(c2on1)cccc2)(O)=O,0
hERG393,CCOC(C(C(c1c(Cl)c(Cl)ccc1)C(C(OC)=O)=C(C)N2)=C2C)=O,0
hERG394,Cc1nc2c(CC3N2C(C)CNC3)cc1,0
hERG395,CCN(c1ccccc1)Cc2ccccc2,0
hERG396,CC(c1c(O)c(C(C)(C)C)cc(C=C(C(=S)N)C#N)c1)(C)C,0
hERG397,CC(C(Cc1cc(O)c(O)cc1)C)Cc2cc(O)c(O)cc2,0
hERG398,O=S(N1CCNCCC1)(c2c(c3ccc2)cccc3I)=O,0
hERG399,c1ccc(P(c2ccccc2)c3ccccc3)cc1,0
hERG400,CN1C2c(c3CC1)c(c(c4C2)c(O)c(O)cc4)ccc3,0
hERG401,Brc1c(Br)cc(Oc2c(Br)cc(Br)c(Br)c2)c(Br)c1,0
hERG402,CC(=CC=CC(=CCO)C)C=CC(C(C)(C)CCC1)=C1C,0
hERG403,CNC(C(c1ccccc1)O)C,0
hERG404,COCCCCC(c1ccc(C(F)(F)F)cc1)=NOCCN,0
hERG405,CC(c1c(O)c(C(C)(C)C)cc(CC(CO)(C)C)c1)(C)C,0
hERG406,Oc1c(Sc2c(O)c(Cl)cc(Cl)c2)cc(Cl)cc1Cl,0
hERG407,c1cc2c(c(N3CCNCC3)ccc2)cc1,0
hERG408,CN1CCN(c2nc(c3cc2)cccc3)CC1,0
hERG409,CC(c1ccc(S(C=CC#N)(=O)=O)cc1)(C)C,0
hERG410,CN(c1ccc(N)cc1)C,0
hERG411,CCc1c2c(CCCC2=NNC(Nc3ccccc3)=O)[nH]c1C,0
hERG412,Oc1cc(c2cc1)ccc(SSc3cc(c4cc3)ccc(O)c4)c2,0
hERG413,BrCC(C1CC(Br)C(Br)CC1)Br,0
hERG414,CCC(C(O)=O)(C)C,0
hERG415,Cc1c(C)c(c2cc1)cccc2,0
hERG416,CC(OC1(C(C)(C2CC1)CCC(C23)C(C)(C(=C4)C(Cl)=C3)C(C5C4=O)C5)C(=O)C)=O,0
hERG417,CN(C1CC2)C2CC(OC(C(c3ccccc3)O)=O)C1,0
hERG418,CNCC(c1cc(O)c(O)cc1)O,0
hERG419,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
hERG420,CC(NCC(COc1ccc(CCOCC2CC2)cc1)O)C,0
hERG421,O=C1c(c2C(=O)N1)cc(Nc3ccccc3)c(Nc4ccccc4)c2,0
hERG422,Cc1c(Sc2c(C)cc(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c(O)c1,0
hERG423,CCOC(Nc1c(N)nc(NCc2ccc(F)cc2)cc1)=O,0
hERG424,c1cc2c(Sc(c3O2)cccc3)cc1,0
hERG425,Cc1ccc(OP(Oc2ccc(C)cc2)(Oc3ccc(C)cc3)=O)cc1,0
hERG426,c1cc2c(OC(C(NCC3)=N3)CO2)cc1,0
hERG427,Cc1ncc(C(NCCc2ccc(S(NC(NC3CCCCC3)=O)(=O)=O)cc2)=O)nc1,0
hERG428,Clc1cc(Cl)c(C(Cl)(Cl)Cl)cc1,0
hERG429,NCC1c(c2CC(C3(CC4C5)CC(CC5C3)C4)O1)ccc(O)c2O,0
hERG430,CC(N1CCN(c2ccc(OCC3OC(c4c(Cl)cc(Cl)cc4)(Cn5cncc5)OC3)cc2)CC1)=O,0
hERG431,CCC(CC(C(C(C(C(Cl)C)Cl)Cl)Cl)Cl)Cl,0
hERG432,CN(C(c1cc(OCC(O)=O)ccc1)CN2CCCC2)C(Cc3cc(Cl)c(Cl)cc3)=O,0
hERG433,CCN1C(=O)N(CC)C(=O)c(c12)nc(c3ccccc3)[nH]2,0
hERG434,Clc1c(C(n2cncc2)(c3ccccc3)c4ccccc4)cccc1,0
hERG435,Cn1c2c(N(C)C(=O)N(C)C2=O)nc1C=Cc3cc(Cl)ccc3,0
hERG436,CCCCNCC,0
hERG437,COC(CCCC(CC=CC(=CC(OC(C)C)=O)C)C)(C)C,0
hERG438,O=[N+](c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)[O-],0
hERG439,O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC4(CCCC4)C1,0
hERG440,CC(=CC=CC(=CC(Nc1ccc(O)cc1)=O)C)C=CC(C(C)(C)CCC2)=C2C,0
hERG441,CCc1c(c2ccc(Cl)cc2)c(N)nc(N)n1,0
hERG442,Cc1[nH]c2c(c(F)c(Oc3c(n4ncn3)c(C)c(OCC(O)C)c4)cc2)c1,0
hERG443,Nc1cc(N)c(N=Nc2ccccc2)cc1,0
hERG444,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,0
hERG445,Cc1c([N+]([O-])=O)cc([N+]([O-])=O)cc1,0
hERG446,Oc1c(c2nc(c3ccccc3)c1)ccc(Cl)n2,0
hERG447,CCCCOC(NS(c1c(c2ccc(Cn3c4c(c(C)cc(C)n4)nc3CC)cc2)cc(CC(C)C)s1)(=O)=O)=O,0
hERG448,NCCNS(c1c(c2ccc1)ccnc2)(=O)=O,0
hERG449,CCCCCCCCC=CCCCCCCCC(N(CCO)CCO)=O,0
hERG450,C=CCc1c(OCC(CNC(C)C)O)cccc1,0
hERG451,NNCCc1ccccc1,0
hERG452,Cn1c2c(N(C)C(=O)NC2=O)nc1,0
hERG453,O=[N+](c1cc([N+]([O-])=O)c(c2c1)cccc2)[O-],0
hERG454,ClC(C(Cl)(Cl)Cl)(Cl)Cl,0
hERG455,CC[N+](COc1ccc(C=Cc2ccccc2)cc1)(CC)CC,0
hERG456,CNCC(c1ccc(O)cc1)O,0
hERG457,COc1c(C(NCCc2ccc(S(NC(NC3CCCCC3)=O)(=O)=O)cc2)=O)cc(Cl)cc1,0
hERG458,c1cc2c(Sc(c3N2)cccc3)cc1,0
hERG459,O=[N+](c1c(Cl)c(Cl)c(Cl)cc1)[O-],0
hERG460,CN(C1C(N2CCCC2)CC3(OCCC3)CC1)C(Cc4cc(Cl)c(Cl)cc4)=O,0
hERG461,NC(CNCCC(c1ccccc1)c2ccccc2)=O,0
hERG462,C[Hg]Cl,0
hERG463,NC(C(O)=O)Cc1cc(c2c(CP(O)(O)=O)cccc2)ccc1,0
hERG464,CCCN(c1c([N+]([O-])=O)cc(C(F)(F)F)cc1[N+]([O-])=O)CCC,0
hERG465,CCC(C(c1cc(O)c(O)cc1)O)NC(C)C,0
hERG466,CCCN1C(=O)N(CCCOC(c2ccc(S(F)(=O)=O)cc2)=O)c(c3C1=O)[nH]c(C4CCCC4)n3,0
hERG467,CCCCCCCCC=CCCCCCCCC(NCCc1cc(O)c(O)cc1)=O,0
hERG468,O=C(c1c(c2[nH]c1)cccc2)OCCN3CCCCC3,0
hERG469,CNCCCN1c(c2CCc(c13)cccc3)cccc2,0
hERG470,CCN(C(NC1CN(C)C(C2C1)Cc(c(c23)c4ccc3)c[nH]4)=O)CC,0
hERG471,CCCCCCCCCCCCCCCC(OC(C[N+](C)(C)C)CC(O)=O)=O,0
hERG472,CCN1C(CNC(c2c(OC)c(Cl)cc(Cl)c2O)=O)CCC1,0
hERG473,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0
hERG474,CCCN(CCc1cc(O)c(O)cc1)CCC,0
hERG475,CCN(CCNC(c1ccc(NC(=O)C)cc1)=O)CC,0
hERG476,O=C(OCc1ccccc1)NC(C(CCl)=O)Cc2ccccc2,0
hERG477,COc1c(O)ccc(CNC(CCCCCCC(C)C)=O)c1,0
hERG478,Cc1c(C=CC(NCC2)=N2)cccc1,0
hERG479,CN1CC(c2ccccc2)c(c3C1)cccc3N,0
hERG480,c1cc(c2cc1)nc(SSc3sc(c4n3)cccc4)s2,0
hERG481,Brc1cc(Br)c(Oc2c(Br)cc(Br)c(Br)c2)cc1,0
hERG482,Clc1ccc(C(C(Cl)Cl)c2ccc(Cl)cc2)cc1,0
hERG483,CC(c1ccc(OCC2OC2)cc1)(C)C,0
hERG484,C=CCN1CC(c2ccccc2)c(c3CC1)cc(O)c(O)c3,0
hERG485,CNC(C1C(O)C(O)C(n2c3c(c(NCc4ccc(I)cc4)nc(Cl)n3)nc2)O1)=O,0
hERG486,CC(O)=O,0
hERG487,CC(COC(OCN1C(=O)CN(CCN2CC(=O)N(COC(OCC(C)C)=O)C(=O)C2)CC1=O)=O)C,0
hERG488,NCCNC(c1c(c2cc(F)ccc2)scn1)=O,0
hERG489,COc1c(OC)cc2c(CCN(C2=C3)C(=O)N(C)C3=Nc4c(C)cc(C)cc4C)c1,0
hERG490,CCCCCOC(c1c(C(OCCCCC)=O)cccc1)=O,0
hERG491,Cc1ccc(c2n(c3ccc(S(=O)(=O)N)cc3)nc(C(F)(F)F)c2)cc1,0
hERG492,CC(c1c(O)c(C(C)(C)C)cc(C=C(C#N)C#N)c1)(C)C,0
hERG493,CCCCCCCCN1C(=O)C=CS1,0
hERG494,CC(Nc1ccc(Nc2ccccc2)cc1)C,0
hERG495,CCCCOCCOP(OCCOCCCC)(OCCOCCCC)=O,0
hERG496,CCn1c(CC2Oc(c3OC2)cccc3)ncc1,0
hERG497,Cc1c(CC(NCC2)=N2)c(c3s1)cccc3,0
hERG498,CCOc1cc(c2cc1)sc(N)n2,0
hERG499,NC(NC(=O)C(=C12)N=CC(=O)N1)=N2,0
hERG500,CC(N(C)C)CN1c(c2Sc(c13)cccc3)cccc2,0
hERG501,CCCCCCCCCCCC=CC(C=CCCCC(O)=O)(C)C,0
hERG502,N=C1c(c2C(=N)N1)cc(c3c2)cccc3,0
hERG503,CCCCCCCCCCCCCCCC(C(CO)N)O,0
hERG504,CN1CC(=O)N(Cc2cc3c(c(c4C3)[nH]nc4c5cc(C#CCOc6ccccc6)sc5)cc2)CC1,0
hERG505,NCCNS(c1c(c2ccc1)cccc2Cl)(=O)=O,0
hERG506,COc1ccc(C2C(OC(=O)C)C(=O)N(CCN(C)C)c(c3S2)cccc3)cc1,0
hERG507,Oc1c(O)c2c(C(C3(O)CO2)c(c4C3)cc(O)c(O)c4)cc1,0
hERG508,ClC(C(C(Cl)(Cl)C12Cl)(Cl)C(C13)C(CC34)C=C4)=C2Cl,0
hERG509,CC(NC(C(OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)=O)Cc2c(c3[nH]c2)cccc3)=O,0
hERG510,CCCCCCCCCc1ccc(O)cc1,0
hERG511,Nc1nc(SCc2ccc([N+]([O-])=O)cc2)c3c(n(C4C(O)C(O)C(CO)O4)cn3)n1,0
hERG512,COc1c2c(C(C(C34)(O)CCC5=O)(C5O2)CCN3CC6CC6)c(C4)cc1,0
hERG513,CCC(C(OC1C(C2=CC(C)C1)C(CCC3OC(=O)CC(O)C3)C(C)C=C2)=O)C,0
hERG514,CC(CCOC(C=Cc1ccccc1)=O)C,0
hERG515,c1ccc(Nc2cc(c3cc2)cccc3)cc1,0
hERG516,Oc1c(Cl)c(Cl)c(Cl)cc1,0
hERG517,COc1c(c2cc(F)c1N3CC(C4C3)NCCC4)N(C5CC5)C=C(C(O)=O)C2=O,0
hERG518,CN(c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(N(C)C)cc3)cc1)C,0
hERG519,O=C(N1C(CN2CCCC2)CCCC1)Cc3cc(Cl)c(Cl)cc3,0
hERG520,CC(Cc1ccc(C(C)(C)C)cc1)C=O,0
hERG521,COc1c(OC)c2c(C(C3N(C)CCc(c34)cc5c(OCO5)c4)OC2=O)cc1,0
hERG522,Brc1cc(Br)c(Oc2c(Br)cc(Br)cc2)cc1,0
hERG523,C[n+]1c(c2c(c3c1)ccc4c3OCO4)c(c5cc2)cc6c(OCO6)c5,0
hERG524,CCCCOC(c1c(C(OCCCC)=O)cccc1)=O,0
hERG525,CC(=CC=O)C=CC=C(C=CC(C(C)(C)CCC1)=C1C)C,0
hERG526,[O-][N+](c1ccccc1)=Nc2ccccc2,0
hERG527,CN1CC(c2cc(Cl)ccc2)c(c3CC1)cc(O)c(O)c3Cl,0
hERG528,Oc1c(Cc2ccccc2)cc(Cl)cc1,0
hERG529,O=C(C(CN(CCON=C(c1ccccc1)c2ccccc2)CC3)=C3)O,0
hERG530,CCC(c1ccccc1)NC(c2c(c3nc(c4ccccc4)c2C)cccc3)=O,0
hERG531,O=C1Oc2c(c(OCCCCc3ccccc3)c(c4c2)cco4)C=C1,0
hERG532,NC(C(O)=O)Cc1ccc(F)cc1,0
hERG533,CC(COC(c1c(C(OCC(C)C)=O)cccc1)=O)C,0
hERG534,OC(C1CCCCC1)(c2ccccc2)CCN3CCCCC3,0
hERG535,CC(=CC=CC(=CC=O)C)C=CC(C(C)(C)CCC1)=C1C,0
hERG536,CC(COC(COc1c(Cl)cc(Cl)c(Cl)c1)=O)C,0
hERG537,Clc1c(Cl)nc(c2n1)cccc2,0
hERG538,CC(O[Hg]c1ccccc1)=O,0
hERG539,CC(c1ccc(OCC2OC2)cc1)(c3ccc(OCC4OC4)cc3)C,0
hERG540,CC([N+](C)(C)C)COc1ccc(C=Cc2ccccc2)cc1,0
hERG541,C1CCC(N=C(N2CCOCC2)NC3(CC4C5)CC(CC5C3)C4)CC1,0
hERG542,CCC1C2=C(C(CC)Cc(c23)cc(O)cc3)c(c4C1)ccc(O)c4,0
hERG543,CNCCCC(c(c12)cccc1)(c(c34)cccc3)CCC24,0
hERG544,OC(C(Cl)(Cl)Cl)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0
hERG545,CN1CC(N2CC1)c(c3Cc(c24)cccc4)cccc3,0
hERG546,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,0
hERG547,CC1(C(O)CC2)C2C3C(C(C)(C4CC3)CCC(=O)C4)CC1,0
hERG548,C#CCN(CCCOc1c(Cl)cc(Cl)cc1)C,0
hERG549,Clc1ccc(C([n+]2cn(CC(c3c(Cl)cc(Cl)cc3)OCc4c(Cl)cc(Cl)cc4)cc2)c5ccc(Cl)cc5)cc1,0
hERG550,c1ccc(SCCSc2ccccc2)cc1,0
hERG551,CC(CN1c(c2CC1)cc(Br)cc2)N,0
